seed_id,source_dataset,original_requirement,capability_text_auto,auto_include,auto_exclusion_reason,include,exclusion_reason,capability_text_final
S0443,NICE,'IzognMovies shall meet the licensing requirements set forth by the appropriate organizations in order to stream African movies.',meet the licensing requirements set forth by the appropriate organizations in order to stream African movies,yes,,no,,
S0444,NICE,'The website will comply with W3C standards.',comply with W3C standards,yes,,no,,
S0445,NICE,'The PHP code will comply with PEAR standards.',comply with PEAR standards,yes,,no,,
S0446,NICE,'The website will allow customers to search for movies by title actor or director.',allow customers to search for movies by title actor or director,yes,,no,,
S0447,NICE,'viewing a movie details the website will display the movies description actor and director entered in by the administrator.',display the movies description actor and director entered in by the administrator,yes,,no,,
S0448,NICE,'Website shall request and authorize credit card payment before allowing a user to stream a movie.',request and authorize credit card payment before allowing a user to stream a movie,yes,,no,,
S0449,NICE,'shall be able to stream purchased movie via Windows Media Player for up to 2 days aftere purchase date.',stream purchased movie via Windows Media Player for up to 2 days aftere purchase date,yes,,no,,
S0450,NICE,'Website shall allow customers to browse movies by categories entered in by izogn administrator.',allow customers to browse movies by categories entered in by izogn administrator,yes,,no,,
S0451,NICE,'Website shall allow customers to view reviews of selected movies by other customers.',allow customers to view reviews of selected movies by other customers,yes,,no,,
S0452,NICE,'Website shall allow customers to add their own movie review for a selected movie.',allow customers to add their own movie review for a selected movie,yes,,no,,
S0453,NICE,'Website shall allow the Izogn administrator to approve a review posted by a customer.',allow the Izogn administrator to approve a review posted by a customer,yes,,no,,
S0454,NICE,'System will allow customers to pay for a streaming movie with a pre-paid card.',allow customers to pay for a streaming movie with a pre-paid card,yes,,no,,
S0455,NICE,'Website shall allow customers to purchase pre-paid cards of $5 $10 or $20 value either by credit card or mail-in payment option.',allow customers to purchase pre-paid cards of $5 $10 or $20 value either by credit card or mail-in payment option,no,possibly_multiple_capabilities,no,possibly_multiple_capabilities,
S0456,NICE,'System shall automatically update the main page of the website every Friday and show the 4 latest movies that have been added to the website.',automatically update the main page of the website every Friday and show the 4 latest movies that have been added to the website,yes,,no,,
S0457,NICE,'System shall allow users to update their billing and contact information via the â€œMy Accountâ€ section of the website.',allow users to update their billing and contact information via the â€œMy Accountâ€ section of the website,yes,,no,,
S0458,NICE,'Pre-paid cards shall be distributed via email or via a printed paper card.',be distributed via email or via a printed paper card,yes,,no,,
S0459,NICE,'Movies can only be streamed if the customer has purchased a movie and is within the 2-day time period to stream the movie.',only be streamed if the customer has purchased a movie and is within the 2-day time period to stream the movie,yes,,no,,
S0460,NICE,'Website must be able to support free trial periods with various parameters set by the Izogn Manager.',support free trial periods with various parameters set by the Izogn Manager,yes,,no,,
S0461,NICE,'All streaming movie sales will be logged in the database and accessible by the administrator.',be logged in the database and accessible by the administrator,yes,,no,,
S0462,NICE,'All registered customer information shall be stored and maintained in the database even after the customer cancels their account.',be stored and maintained in the database even after the customer cancels their account,yes,,no,,
S0463,NICE,'Daily usage statistics should be logged and accessible by the administrator.',be logged and accessible by the administrator,yes,,no,,
S0464,NICE,'The owner shall have free access to all of the streaming movies.',have free access to all of the streaming movies,yes,,no,,
S0465,NICE,'Total lead cycle time must be completed in 5 minutes for 90% of lead volume between the business hours of 8AM CST to 8PM CST; then 3 minutes for 99% of lead volume during off business hours.',be completed in 5 minutes for 90% of lead volume between the business hours of 8AM CST to 8PM CST; then 3 minutes for 99% of lead volume during off business hours,no,too_long;formula_or_symbol,no,too_long;formula_or_symbol,
S0466,NICE,'No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed.',complete in a time period longer than 25 seconds for 97% of all leads processed,no,negation;formula_or_symbol,no,negation;formula_or_symbol,
S0467,NICE,'For leads that process longer than 25 seconds the system will record the event and duration',record the event and duration,yes,,no,,
S0468,NICE,'The process must fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle.',fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle,yes,,no,,
S0469,NICE,'The lead washing process will operate within the established physical web service structure.',operate within the established physical web service structure,yes,,no,,
S0470,NICE,'The washing process must use a non binding neutral data format such as xml when receiving and processing lead data.',use a non binding neutral data format such as xml when receiving and processing lead data,yes,,no,,
S0471,NICE,'Defect reports will be available to technical units on a 24x7 basis.',be available to technical units on a 24x7 basis,yes,,no,,
S0472,NICE,'Washing parameters will be updated during scheduled maintenance hours.',be updated during scheduled maintenance hours,yes,,no,,
S0473,NICE,'The vendor will verify the invalid lead.',verify the invalid lead,yes,,no,,
S0474,NICE,'Vendor will submit a credit validation record to be applied to the enterprise billing system.',submit a credit validation record to be applied to the enterprise billing system,yes,,no,,
S0475,NICE,'If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.',supply the lead data and score to the enterprise system,yes,,no,,
S0476,NICE,'The leads washing functionality will validate all leads received by the web service for valid data',validate all leads received by the web service for valid data,yes,,no,,
S0477,NICE,'The leads washing functionality will insert all leads captured by the web service.',insert all leads captured by the web service,yes,,no,,
S0478,NICE,'If the leads score falls within the high average score then it will be process by the ARA functionality.',be process by the ARA functionality,yes,,no,,
S0479,NICE,'If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.',be set for manual verification by an Enrollment Coordinator through the eleads system,yes,,no,,
S0480,NICE,'If the leads score falls within the low average then it will be returned to the supplying vendor',be returned to the supplying vendor,yes,,no,,
S0481,NICE,'The leads washing functionality will compile both contact and academic scoring information for a total score.',compile both contact and academic scoring information for a total score,yes,,no,,
S0482,NICE,'The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.',use the parameters supplied by corporate and schools to score part of the lead,yes,,no,,
S0483,NICE,'The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.',return the lead data supplied to the vendor along with the reason of rejection,yes,,no,,
S0484,NICE,'The leads washing functionality will have an interface in which lead data parameters can be maintained.',have an interface in which lead data parameters can be maintained,no,residual_modal_in_capability,no,residual_modal_in_capability,
S0485,NICE,'The leads washing functionality will verify the users authentication and rights to make parameter updates.',verify the users authentication and rights to make parameter updates,yes,,no,,
S0486,NICE,'The leads washing functionality will store any potential lead duplicates returned by the enterprise system.',store any potential lead duplicates returned by the enterprise system,yes,,no,,
S0487,NICE,'Prior to submitting the lead to the enterprise system the leads washing functionality will assign the lead to an admissions rep.',assign the lead to an admissions rep,yes,,no,,
S0488,NICE,'The leads washing functionality shall receive a period list of available reps from the enterprise system.',receive a period list of available reps from the enterprise system,yes,,no,,
S0489,NICE,'The product shall simulate the look of ships at sea.',simulate the look of ships at sea,yes,,no,,
S0490,NICE,'The product shall display the grids within a circle as a view from a periscope.',display the grids within a circle as a view from a periscope,yes,,no,,
S0491,NICE,'The product shall display each type of ship in a grid using an image of the specific type of ship.',display each type of ship in a grid using an image of the specific type of ship,yes,,no,,
S0492,NICE,'When the offensive player takes a shot the product shall simulate the sound of a ship at sea.',simulate the sound of a ship at sea,yes,,no,,
S0493,NICE,'When a shot is marked as a miss the product shall simulate the sound of a shot missing its target.',simulate the sound of a shot missing its target,yes,,no,,
S0494,NICE,'When a shot is marked as a hit the product shall simulate the sound of a shot hitting its target.',simulate the sound of a shot hitting its target,yes,,no,,
S0495,NICE,'When a ship is sunk the product shall simulate the sound of a sinking ship.',simulate the sound of a sinking ship,yes,,no,,
S0496,NICE,'The product shall be available 24 hours per day seven days per week.',be available 24 hours per day seven days per week,yes,,no,,
S0497,NICE,'The product shall able to handle a large number of games simultaneously.',handle a large number of games simultaneously,yes,,no,,
S0498,NICE,'The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.',be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses,no,too_long;multi_sentence;negation;formula_or_symbol;residual_modal_in_capability,no,too_long;multi_sentence;negation;formula_or_symbol;residual_modal_in_capability,
S0499,NICE,'The product shall protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player.',protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player,no,multi_sentence;negation;residual_modal_in_capability,no,multi_sentence;negation;residual_modal_in_capability,
S0500,NICE,'The product shall be intuitive and self-explanatory. Nine out ten users shall be able to successfully complete a game with no training.',be intuitive and self-explanatory. Nine out ten users shall be able to successfully complete a game with no training,no,multi_sentence;negation;residual_modal_in_capability,no,multi_sentence;negation;residual_modal_in_capability,
S0501,NICE,'The product shall be available to players who understand English Spanish and French. The product shall allow the user to select the language upon accessing the product.',be available to players who understand English Spanish and French. The product shall allow the user to select the language upon accessing the product,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0502,NICE,'The product shall provide players no access to information that might reveal the identity of another player',provide players no access to information that might reveal the identity of another player,no,negation,no,negation,
S0503,NICE,'The product shall maintain a list of players.',maintain a list of players,yes,,no,,
S0504,NICE,'The product shall allow a user to identify himself or herself as a player.',allow a user to identify himself or herself as a player,yes,,no,,
S0505,NICE,'Once a game has been initiated the product shall make the players assigned to the game unavailable for selection from the list of players.',make the players assigned to the game unavailable for selection from the list of players,yes,,no,,
S0506,NICE,'The product shall allow a user to remove himself or herself from the list of players at any time.',allow a user to remove himself or herself from the list of players at any time,yes,,no,,
S0507,NICE,'The product shall make inactive players unavailable for selection from the list of players.',make inactive players unavailable for selection from the list of players,yes,,no,,
S0508,NICE,'The product shall remove players who have been inactive for 24 hours from the list of players.',remove players who have been inactive for 24 hours from the list of players,yes,,no,,
S0509,NICE,'The product shall allow a player to initiate a game by selecting another available player from the list of players.',allow a player to initiate a game by selecting another available player from the list of players,yes,,no,,
S0510,NICE,'Once a game is initiated the product shall display a defensive grid to each player',display a defensive grid to each player,yes,,no,,
S0511,NICE,'Once a game is initiated the product shall display an offensive grid to each player.',display an offensive grid to each player,yes,,no,,
S0512,NICE,'The product shall prevent a player from viewing the offensive or defensive grids of the other player.',prevent a player from viewing the offensive or defensive grids of the other player,yes,,no,,
S0513,NICE,'Once a game is initiated the product shall allow each player to position their 5 ships on their respective defensive grids.',allow each player to position their 5 ships on their respective defensive grids,yes,,no,,
S0514,NICE,'The product shall allow a player to position ships horizontally on their grid.',allow a player to position ships horizontally on their grid,yes,,no,,
S0515,NICE,'The product shall allow the player to position ships vertically on their grid.',allow the player to position ships vertically on their grid,yes,,no,,
S0516,NICE,'The product shall allow the player to position ships diagonally on their grid',allow the player to position ships diagonally on their grid,yes,,no,,
S0517,NICE,'The product shall prevent the player from overlapping ships on their grid.',prevent the player from overlapping ships on their grid,yes,,no,,
S0518,NICE,'When both players have positioned their 5 ships on their defensive grids the product shall define the status of each player for the first turn.',define the status of each player for the first turn,yes,,no,,
S0519,NICE,'For each turn the product shall identify one player as offensive status and one player as defensive status.',identify one player as offensive status and one player as defensive status,yes,,no,,
S0520,NICE,'The product shall maintain the status of each player for a turn either offensive or defensive.',maintain the status of each player for a turn either offensive or defensive,yes,,no,,
S0521,NICE,'At the start of each turn the product shall notify each player of his or her status.',notify each player of his or her status,yes,,no,,
S0522,NICE,'For each turn the product shall allow the offensive player to define a shot.',allow the offensive player to define a shot,yes,,no,,
S0523,NICE,'For each shot the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.',examine the defensive grid of the defensive player to determine whether the shot was a hit or miss,yes,,no,,
S0524,NICE,'For each shot the product shall notify the players whether the shot was a hit or miss.',notify the players whether the shot was a hit or miss,yes,,no,,
S0525,NICE,'For each shot the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.',mark the shot as a hit or miss on the defensive grid of the defensive player,yes,,no,,
S0526,NICE,'For each shot the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.',mark the shot as a hit or miss on the offensive grid of the offensive player,yes,,no,,
S0527,NICE,'When the hit results in sinking a ship the product shall notify the players that the ship was sunk.',notify the players that the ship was sunk,yes,,no,,
S0528,NICE,'When the hit results in sinking a ship the product shall mark the ship as sunk on the defensive grid of the defensive player.',mark the ship as sunk on the defensive grid of the defensive player,yes,,no,,
S0529,NICE,'When the hit results in sinking a ship the product shall indicate the type of ship sunk on the defensive grid of the defensive player.',indicate the type of ship sunk on the defensive grid of the defensive player,yes,,no,,
S0530,NICE,'When the hit results in sinking a ship the product shall mark the ship as sunk on the offensive grid of the offensive player.',mark the ship as sunk on the offensive grid of the offensive player,yes,,no,,
S0531,NICE,'If the shot was marked as a hit the product shall allow the offensive player to define a shot.',allow the offensive player to define a shot,yes,,no,,
S0532,NICE,'If the shot was marked as a miss the product shall change the status of the offensive player to defensive',change the status of the offensive player to defensive,yes,,no,,
S0533,NICE,'If the shot was marked as a miss the product shall change the status of the defensive player to offensive',change the status of the defensive player to offensive,yes,,no,,
S0534,NICE,'The product shall continue to assign turns until the game is ended.',continue to assign turns until the game is ended,yes,,no,,
S0535,NICE,The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player's ships which had not been previously marked as sunk.',end a game when a hit by the offensive player results in sinking the last of the defensive player's ships which had not been previously marked as sunk,no,negation,no,negation,
S0536,NICE,'The product shall allow a player to end a game at any time during the game.',allow a player to end a game at any time during the game,yes,,no,,
S0537,NICE,'When a game is ended the product shall notify the players that the game is ended.',notify the players that the game is ended,yes,,no,,
S0538,NICE,'The notification of the game ending will include the reason the game is ended (i.e. a player has won the game or a player has ended the game).',include the reason the game is ended (i.e. a player has won the game or a player has ended the game),no,multi_sentence,no,multi_sentence,
S0539,NICE,'When a game is ended the product shall allow each player to identify himself or herself as an available player in the list of players.',allow each player to identify himself or herself as an available player in the list of players,yes,,no,,
S0540,NICE,'When a game is ended the product shall allow each player to remove himself or herself from the list of players.',allow each player to remove himself or herself from the list of players,yes,,no,,
S0541,NICE,The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.',be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes,no,multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,no,multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,
S0542,NICE,The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.',be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes,no,multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,no,multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,
S0543,NICE,The system shall be responsive. At the DePaul TeleServices Center when a supervisor uses the system to view a callers schedule the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time.',be responsive. At the DePaul TeleServices Center when a supervisor uses the system to view a callers schedule the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time,no,too_long;multi_sentence;negation;formula_or_symbol;residual_modal_in_capability,no,too_long;multi_sentence;negation;formula_or_symbol;residual_modal_in_capability,
S0544,NICE,On a 56k connection the system response time for all operations must be no more than 6 seconds 90% of the time.',be no more than 6 seconds 90% of the time,no,negation;formula_or_symbol,no,negation;formula_or_symbol,
S0545,NICE,On a 112k connection or faster the system response time for all operations must be no more than 3 seconds 90% of the time.',be no more than 3 seconds 90% of the time,no,negation;formula_or_symbol,no,negation;formula_or_symbol,
S0546,NICE,The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.',have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0547,NICE,The system must be available for use between 7:00AM and 11:59PM all days of the year.',be available for use between 7:00AM and 11:59PM all days of the year,yes,,no,,
S0548,NICE,The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator.',be internet browser independent.The product must run using Internet Explorer and Netscape Navigator,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0549,NICE,The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.',ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0550,NICE,The product shall ensure that only supervisors can enter a caller's schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.',ensure that only supervisors can enter a caller's schedule.The product must ensure that supervisors are allowed to access advertise empty time slots,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0551,NICE,The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.',ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0552,NICE,The interface shall have a simple look. In the interface and usability survey 90% of beta testers must report that the interface is adequately simple.',have a simple look. In the interface and usability survey 90% of beta testers must report that the interface is adequately simple,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0553,NICE,The interface shall be appealing to callers and supervisors. In the interface and usability survey 80% of beta testers must report that the interface is appealing.',be appealing to callers and supervisors. In the interface and usability survey 80% of beta testers must report that the interface is appealing,no,multi_sentence;formula_or_symbol;possibly_multiple_capabilities;residual_modal_in_capability,no,multi_sentence;formula_or_symbol;possibly_multiple_capabilities;residual_modal_in_capability,
S0554,NICE,'The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.',provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support,no,multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,no,multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,
S0555,NICE,'The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.',comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0556,NICE,'The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.',provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0557,NICE,'The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.',provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0558,NICE,'The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators)',provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators),no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0559,NICE,'The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications',provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0560,NICE,'The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.',provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic,no,multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,no,multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,
S0561,NICE,'The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds',process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0562,NICE,'The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.',poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0563,NICE,'The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.',provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day,no,multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,no,multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,
S0564,NICE,'The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.',be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0565,NICE,'The product shall be robust.The product shall have fault avoidance based on standards adoption.',be robust.The product shall have fault avoidance based on standards adoption,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0566,NICE,'The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.',be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0567,NICE,'The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.',process all transactions.The product shall process minimum of 1 million transactions per year,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0568,NICE,'The product shall be platform independent.The product shall enable access to any type of development environment and platform.',be platform independent.The product shall enable access to any type of development environment and platform,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0569,NICE,'The product shall interface CSR and Datastream.The product shall exchange messages between CSR and EAM on a real time basis without any direct interfaces between two systems.',interface CSR and Datastream.The product shall exchange messages between CSR and EAM on a real time basis without any direct interfaces between two systems,no,multi_sentence;negation;possibly_multiple_capabilities;residual_modal_in_capability,no,multi_sentence;negation;possibly_multiple_capabilities;residual_modal_in_capability,
S0570,NICE,': The product shall continue to operate during upgrade change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions.',: The product shall continue to operate during upgrade change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions,no,multi_sentence;negation;residual_modal_in_capability,no,multi_sentence;negation;residual_modal_in_capability,
S0571,NICE,'The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.',be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0572,NICE,'The product shall operate with every platform.The product shall accommodate any new technology without any change in its architecture.',operate with every platform.The product shall accommodate any new technology without any change in its architecture,no,multi_sentence;negation;residual_modal_in_capability,no,multi_sentence;negation;residual_modal_in_capability,
S0573,NICE,'The product shall have security.The product shall provide authentication and authorization.',have security.The product shall provide authentication and authorization,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0574,NICE,'The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.',information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0575,NICE,'The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.',have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0576,NICE,'The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo.',use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo,no,multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,no,multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,
S0577,NICE,'The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.',be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0578,NICE,'The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports',use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0579,NICE,The interface must summarize the data in a fashion that's appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface',summarize the data in a fashion that's appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0580,NICE,'The system must use a point and click interface. 100% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard',use a point and click interface. 100% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard,no,multi_sentence;formula_or_symbol;possibly_multiple_capabilities;residual_modal_in_capability,no,multi_sentence;formula_or_symbol;possibly_multiple_capabilities;residual_modal_in_capability,
S0581,NICE,'The interface shall be easy to use. 90% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards.',be easy to use. 90% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0582,NICE,Reports must be easy to generate. Reports must be generated within one button click and exported within one button click (after selecting the report)',be easy to generate. Reports must be generated within one button click and exported within one button click (after selecting the report),no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
S0583,NICE,'A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation.',use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation,no,multi_sentence;negation;formula_or_symbol;possibly_multiple_capabilities;residual_modal_in_capability,no,multi_sentence;negation;formula_or_symbol;possibly_multiple_capabilities;residual_modal_in_capability,
S0584,NICE,'All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available)',receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available),no,multi_sentence;formula_or_symbol;residual_modal_in_capability,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0585,NICE,'The WCS system shall use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization. All interfaces and reports will undergo usability tests by CCR users.',use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization. All interfaces and reports will undergo usability tests by CCR users,no,multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,no,multi_sentence;possibly_multiple_capabilities;residual_modal_in_capability,
S0586,NICE,The WCS system shall be available at all times as long as IBM's internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM's internal intranet W3 is available.',be available at all times as long as IBM's internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM's internal intranet W3 is available,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,no,multi_sentence;formula_or_symbol;residual_modal_in_capability,
S0587,NICE,'The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.',have the ability to connect other designated WCS databases currently not included in the system,no,negation,no,negation,
S0588,NICE,'The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.',have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management,yes,,no,,
S0589,NICE,'The WCS system shall be run in a Windows environment. The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system.',be run in a Windows environment. The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system,no,multi_sentence;residual_modal_in_capability,no,multi_sentence;residual_modal_in_capability,
